surveyId;locationId;surveyDateStart;surveyDateEnd;surveyDays;firstRecordDate;speciesRecorded;cameraModel;bait;surveyPhoto;decimalLatitude;decimalLongitude;geodeticDatum;timeZone;country
D46S075;L2121;2018-02-25;2018-03-27;31;2018-02-26;2;Bushnell Nature View HD;No;Yes;-20.408577;-50.142619;EPSG:4236;America/Sao_Paulo;Brazil
D46S076;L2122;2018-02-25;2018-03-27;31;2018-02-28;3;Bushnell Nature View HD;No;Yes;-20.405456;-50.156048;EPSG:4236;America/Sao_Paulo;Brazil
D46S077;L2123;2018-02-25;2018-03-27;31;2018-03-01;4;Bushnell Nature View HD;No;Yes;-20.391586;-50.159195;EPSG:4236;America/Sao_Paulo;Brazil
D46S078;L2124;2018-02-21;2018-03-25;33;2018-03-16;1;Bushnell Nature View HD;No;Yes;-22.447333;-47.837386;EPSG:4236;America/Sao_Paulo;Brazil
D46S079;L2125;2018-02-21;2018-03-25;33;2018-02-25;3;Bushnell Nature View HD;No;Yes;-22.463154;-47.841793;EPSG:4236;America/Sao_Paulo;Brazil
D46S080;L2126;2018-02-21;2018-03-25;33;2018-03-13;1;Bushnell Nature View HD;No;Yes;-22.457629;-47.829908;EPSG:4236;America/Sao_Paulo;Brazil
D46S081;L2127;2018-02-21;2018-03-25;33;2018-02-22;2;Bushnell Nature View HD;No;Yes;-22.458591;-47.832995;EPSG:4236;America/Sao_Paulo;Brazil
D46S082;L2128;2018-02-21;2018-03-25;33;2018-02-26;2;Bushnell Nature View HD;No;Yes;-22.454847;-47.835419;EPSG:4236;America/Sao_Paulo;Brazil
D46S083;L2129;2018-02-21;2018-03-25;33;2018-02-25;5;Bushnell Nature View HD;No;Yes;-22.465524;-47.834642;EPSG:4236;America/Sao_Paulo;Brazil
D46S084;L2130;2018-02-21;2018-03-25;33;NA;0;Bushnell Nature View HD;No;Yes;-22.450233;-47.825358;EPSG:4236;America/Sao_Paulo;Brazil
D46S085;L2131;2018-02-21;2018-03-25;33;2018-02-23;2;Bushnell Nature View HD;No;Yes;-22.457111;-47.820509;EPSG:4236;America/Sao_Paulo;Brazil
D46S086;L2132;2018-10-17;2018-11-17;32;2018-10-18;4;Bushnell Nature View HD;No;Yes;-22.664368;-49.635186;EPSG:4236;America/Sao_Paulo;Brazil
D46S087;L2133;2018-10-17;2018-11-17;32;2018-10-20;5;Bushnell Nature View HD;No;Yes;-22.681659;-49.64947;EPSG:4236;America/Sao_Paulo;Brazil
D46S088;L2134;2018-10-17;2018-11-17;32;2018-10-17;4;Bushnell Nature View HD;No;Yes;-22.678499;-49.644709;EPSG:4236;America/Sao_Paulo;Brazil
D46S089;L2135;2018-10-17;2018-11-17;32;2018-10-19;1;Bushnell Nature View HD;No;Yes;-22.693514;-49.626441;EPSG:4236;America/Sao_Paulo;Brazil
D46S090;L2136;2018-10-17;2018-11-17;32;2018-11-06;1;Bushnell Nature View HD;No;Yes;-22.69284;-49.636189;EPSG:4236;America/Sao_Paulo;Brazil
D46S091;L2137;2018-10-17;2018-11-17;32;2018-10-19;5;Bushnell Nature View HD;No;Yes;-22.687828;-49.630962;EPSG:4236;America/Sao_Paulo;Brazil
D46S092;L2138;2018-10-17;2018-11-17;32;2018-10-20;1;Bushnell Nature View HD;No;Yes;-22.688178;-49.623898;EPSG:4236;America/Sao_Paulo;Brazil
D46S093;L2139;2018-10-17;2018-11-17;32;2018-10-19;3;Bushnell Nature View HD;No;Yes;-22.686251;-49.634424;EPSG:4236;America/Sao_Paulo;Brazil
D46S094;L2140;2018-02-23;2018-03-25;31;2018-02-25;1;Bushnell Nature View HD;No;Yes;-22.854278;-48.233255;EPSG:4236;America/Sao_Paulo;Brazil
D46S095;L2141;2018-02-23;2018-03-25;31;2018-02-24;5;Bushnell Nature View HD;No;Yes;-22.850931;-48.240382;EPSG:4236;America/Sao_Paulo;Brazil
D46S096;L2142;2018-02-23;2018-03-25;31;2018-02-23;2;Bushnell Nature View HD;No;Yes;-22.846777;-48.227139;EPSG:4236;America/Sao_Paulo;Brazil
D46S097;L2143;2018-02-23;2018-03-25;31;2018-02-24;3;Bushnell Nature View HD;No;Yes;-22.861341;-48.245987;EPSG:4236;America/Sao_Paulo;Brazil
D46S098;L2144;2018-02-23;2018-03-25;31;2018-03-02;3;Bushnell Nature View HD;No;Yes;-22.841471;-48.225438;EPSG:4236;America/Sao_Paulo;Brazil
D46S099;L2145;2018-02-23;2018-03-25;31;2018-02-24;4;Bushnell Nature View HD;No;Yes;-22.841161;-48.22917;EPSG:4236;America/Sao_Paulo;Brazil
D46S100;L2001;2018-02-23;2018-03-25;31;2018-03-16;1;Bushnell Nature View HD;No;Yes;-22.83973;-48.23563;EPSG:4236;America/Sao_Paulo;Brazil
D46S101;L2002;2018-05-07;2018-06-06;31;2018-05-08;3;Bushnell Nature View HD;No;Yes;-22.254972;-47.618532;EPSG:4236;America/Sao_Paulo;Brazil
D46S102;L2003;2018-05-07;2018-06-06;31;NA;0;Bushnell Nature View HD;No;Yes;-22.238373;-47.627222;EPSG:4236;America/Sao_Paulo;Brazil
D46S103;L2004;2018-05-07;2018-06-06;31;2018-05-11;4;Bushnell Nature View HD;No;Yes;-22.244726;-47.616794;EPSG:4236;America/Sao_Paulo;Brazil
D46S104;L2005;2018-05-07;2018-06-06;31;2018-05-07;3;Bushnell Nature View HD;No;Yes;-22.252184;-47.628527;EPSG:4236;America/Sao_Paulo;Brazil
D46S105;L2006;2018-05-07;2018-06-06;31;2018-05-10;1;Bushnell Nature View HD;No;Yes;-22.260774;-47.612427;EPSG:4236;America/Sao_Paulo;Brazil
D46S106;L2007;2018-05-07;2018-06-06;31;2018-05-11;2;Bushnell Nature View HD;No;Yes;-22.259696;-47.631368;EPSG:4236;America/Sao_Paulo;Brazil
D46S107;L2008;2018-05-07;2018-06-06;31;2018-05-08;2;Bushnell Nature View HD;No;Yes;-22.245026;-47.607335;EPSG:4236;America/Sao_Paulo;Brazil
D46S108;L2009;2018-09-21;2018-10-22;32;2018-09-25;3;Bushnell Nature View HD;No;Yes;-23.054363;-44.953708;EPSG:4236;America/Sao_Paulo;Brazil
D46S109;L2010;2018-09-21;2018-10-22;32;2018-09-23;1;Bushnell Nature View HD;No;Yes;-23.047469;-44.961586;EPSG:4236;America/Sao_Paulo;Brazil
D46S110;L2012;2018-09-21;2018-10-22;32;2018-09-21;4;Bushnell Nature View HD;No;Yes;-23.03468;-44.960916;EPSG:4236;America/Sao_Paulo;Brazil
D46S111;L2013;2018-09-21;2018-10-22;32;2018-09-27;3;Bushnell Nature View HD;No;Yes;-23.027219;-44.958566;EPSG:4236;America/Sao_Paulo;Brazil
D46S112;L2014;2018-09-21;2018-10-22;32;2018-09-23;3;Bushnell Nature View HD;No;Yes;-23.046347;-44.951538;EPSG:4236;America/Sao_Paulo;Brazil
D46S113;L2015;2018-09-21;2018-10-22;32;2018-09-23;2;Bushnell Nature View HD;No;Yes;-23.055819;-44.943047;EPSG:4236;America/Sao_Paulo;Brazil
D46S114;L2016;2018-09-21;2018-10-22;32;2018-09-27;5;Bushnell Nature View HD;No;Yes;-23.03643;-44.951313;EPSG:4236;America/Sao_Paulo;Brazil
D46S115;L2017;2018-09-21;2018-10-22;32;2018-10-21;1;Bushnell Nature View HD;No;Yes;-23.048097;-44.932997;EPSG:4236;America/Sao_Paulo;Brazil
D46S116;L2018;2018-09-05;2018-10-05;31;2018-09-05;10;Bushnell Nature View HD;No;Yes;-23.162279;-48.624395;EPSG:4236;America/Sao_Paulo;Brazil
D46S117;L2019;2018-09-05;2018-10-05;31;2018-09-05;6;Bushnell Nature View HD;No;Yes;-23.168605;-48.613808;EPSG:4236;America/Sao_Paulo;Brazil
D46S118;L2020;2018-09-05;2018-10-05;31;2018-09-22;2;Bushnell Nature View HD;No;Yes;-23.169707;-48.629978;EPSG:4236;America/Sao_Paulo;Brazil
D46S119;L2021;2018-09-05;2018-10-05;31;2018-09-05;9;Bushnell Nature View HD;No;Yes;-23.166311;-48.60497;EPSG:4236;America/Sao_Paulo;Brazil
D46S120;L2023;2018-09-05;2018-10-05;31;2018-09-07;6;Bushnell Nature View HD;No;Yes;-23.164866;-48.609695;EPSG:4236;America/Sao_Paulo;Brazil
D46S121;L2024;2018-09-05;2018-10-05;31;2018-09-06;4;Bushnell Nature View HD;No;Yes;-23.163048;-48.607398;EPSG:4236;America/Sao_Paulo;Brazil
D46S122;L2025;2018-09-05;2018-10-05;31;2018-09-11;6;Bushnell Nature View HD;No;Yes;-23.173565;-48.603895;EPSG:4236;America/Sao_Paulo;Brazil
D46S123;L2026;2018-09-05;2018-10-05;31;2018-09-09;3;Bushnell Nature View HD;No;Yes;-23.169626;-48.61589;EPSG:4236;America/Sao_Paulo;Brazil
D46S124;L2027;2019-01-04;2019-02-04;32;2019-01-04;4;Bushnell Nature View HD;No;Yes;-22.906575;-47.97251;EPSG:4236;America/Sao_Paulo;Brazil
D46S125;L2028;2019-01-04;2019-02-04;32;2019-01-06;3;Bushnell Nature View HD;No;Yes;-22.907994;-47.969693;EPSG:4236;America/Sao_Paulo;Brazil
D46S126;L2029;2019-01-04;2019-02-04;32;2019-01-06;3;Bushnell Nature View HD;No;Yes;-22.908991;-47.971289;EPSG:4236;America/Sao_Paulo;Brazil
D46S127;L2030;2019-01-04;2019-02-04;32;2019-01-04;5;Bushnell Nature View HD;No;Yes;-22.908348;-47.977261;EPSG:4236;America/Sao_Paulo;Brazil
D46S128;L2031;2019-01-04;2019-02-04;32;2019-01-05;8;Bushnell Nature View HD;No;Yes;-22.911839;-47.978991;EPSG:4236;America/Sao_Paulo;Brazil
D46S129;L2032;2019-01-04;2019-02-04;32;2019-01-04;8;Bushnell Nature View HD;No;Yes;-22.913435;-47.979926;EPSG:4236;America/Sao_Paulo;Brazil
D46S130;L2034;2019-01-04;2019-02-04;32;2019-01-06;5;Bushnell Nature View HD;No;Yes;-22.921036;-47.967313;EPSG:4236;America/Sao_Paulo;Brazil
D46S131;L2035;2019-01-04;2019-02-04;32;2019-01-05;5;Bushnell Nature View HD;No;Yes;-22.921968;-47.968425;EPSG:4236;America/Sao_Paulo;Brazil
D46S132;L2036;2019-08-17;2019-09-16;31;2019-08-18;3;Bushnell Nature View HD;No;Yes;-22.823386;-48.421493;EPSG:4236;America/Sao_Paulo;Brazil
D46S133;L2037;2019-08-17;2019-09-16;31;2019-08-24;1;Bushnell Nature View HD;No;Yes;-22.81689;-48.415598;EPSG:4236;America/Sao_Paulo;Brazil
D46S134;L2038;2019-08-17;2019-09-16;31;2019-08-19;3;Bushnell Nature View HD;No;Yes;-22.81342;-48.416045;EPSG:4236;America/Sao_Paulo;Brazil
D46S135;L2039;2019-08-17;2019-09-16;31;2019-08-18;5;Bushnell Nature View HD;No;Yes;-22.814583;-48.404308;EPSG:4236;America/Sao_Paulo;Brazil
D46S136;L2040;2019-08-17;2019-09-16;31;2019-08-18;6;Bushnell Nature View HD;No;Yes;-22.822915;-48.403038;EPSG:4236;America/Sao_Paulo;Brazil
D46S137;L2041;2019-08-17;2019-09-16;31;2019-08-18;5;Bushnell Nature View HD;No;Yes;-22.826231;-48.408523;EPSG:4236;America/Sao_Paulo;Brazil
D46S138;L2042;2019-08-17;2019-09-16;31;2019-09-10;1;Bushnell Nature View HD;No;Yes;-22.835611;-48.421302;EPSG:4236;America/Sao_Paulo;Brazil
D46S139;L2043;2019-08-17;2019-09-16;31;2019-09-16;1;Bushnell Nature View HD;No;Yes;-22.82972;-48.428357;EPSG:4236;America/Sao_Paulo;Brazil
D46S140;L2045;2018-12-04;2019-01-05;33;2018-12-10;4;Bushnell Nature View HD;No;Yes;-22.961052;-45.806865;EPSG:4236;America/Sao_Paulo;Brazil
D46S141;L2046;2018-12-04;2019-01-05;33;2018-12-04;4;Bushnell Nature View HD;No;Yes;-22.961507;-45.806153;EPSG:4236;America/Sao_Paulo;Brazil
D46S142;L2047;2018-12-04;2019-01-05;33;2018-12-11;3;Bushnell Nature View HD;No;Yes;-22.972174;-45.794913;EPSG:4236;America/Sao_Paulo;Brazil
D46S143;L2048;2018-12-04;2019-01-05;33;2018-12-06;6;Bushnell Nature View HD;No;Yes;-22.969973;-45.789632;EPSG:4236;America/Sao_Paulo;Brazil
D46S144;L2049;2018-12-04;2019-01-05;33;2018-12-20;2;Bushnell Nature View HD;No;Yes;-22.966412;-45.788223;EPSG:4236;America/Sao_Paulo;Brazil
D46S145;L2050;2018-12-04;2019-01-05;33;2018-12-28;1;Bushnell Nature View HD;No;Yes;-22.96638;-45.783337;EPSG:4236;America/Sao_Paulo;Brazil
D46S146;L2051;2018-12-04;2019-01-05;33;2018-12-09;1;Bushnell Nature View HD;No;Yes;-22.959658;-45.783248;EPSG:4236;America/Sao_Paulo;Brazil
D46S147;L2052;2018-12-04;2019-01-05;33;2018-12-05;3;Bushnell Nature View HD;No;Yes;-22.962348;-45.77925;EPSG:4236;America/Sao_Paulo;Brazil
D46S148;L2053;2018-12-13;2019-01-12;31;2019-01-12;1;Bushnell Nature View HD;No;Yes;-23.178692;-46.518074;EPSG:4236;America/Sao_Paulo;Brazil
D46S149;L2054;2018-12-13;2019-01-12;31;2019-01-12;1;Bushnell Nature View HD;No;Yes;-23.182821;-46.518372;EPSG:4236;America/Sao_Paulo;Brazil
D46S150;L2056;2018-12-13;2019-01-12;31;2019-01-05;1;Bushnell Nature View HD;No;Yes;-23.190528;-46.51767;EPSG:4236;America/Sao_Paulo;Brazil
D46S151;L2057;2018-12-13;2019-01-12;31;2019-01-08;1;Bushnell Nature View HD;No;Yes;-23.194782;-46.520729;EPSG:4236;America/Sao_Paulo;Brazil
D46S152;L2058;2018-12-13;2019-01-12;31;2018-12-16;5;Bushnell Nature View HD;No;Yes;-23.200473;-46.519288;EPSG:4236;America/Sao_Paulo;Brazil
D46S153;L2059;2018-12-13;2019-01-12;31;2018-12-22;2;Bushnell Nature View HD;No;Yes;-23.197203;-46.516565;EPSG:4236;America/Sao_Paulo;Brazil
D46S154;L2060;2018-12-13;2019-01-12;31;2019-01-07;1;Bushnell Nature View HD;No;Yes;-23.193727;-46.513807;EPSG:4236;America/Sao_Paulo;Brazil
D46S155;L2061;2018-12-13;2019-01-12;31;2018-12-30;1;Bushnell Nature View HD;No;Yes;-23.190154;-46.507226;EPSG:4236;America/Sao_Paulo;Brazil
D47S001A;L2146;2013-03-27;2013-04-21;26;NA;0;Scoutguard SG550;Yes;Yes;-21.16762;-48.12205;EPSG:4236;America/Sao_Paulo;Brazil
D47S001B;L2146;2013-04-29;2013-05-14;16;2013-05-01;3;Scoutguard SG550;Yes;Yes;-21.16762;-48.12205;EPSG:4236;America/Sao_Paulo;Brazil
D47S002;L2147;2013-03-04;2013-03-20;17;2013-03-10;4;Scoutguard SG550;Yes;Yes;-21.16823;-48.1235;EPSG:4236;America/Sao_Paulo;Brazil
D47S003A;L2148;2013-02-21;2013-03-07;15;2013-02-21;4;Scoutguard SG550;Yes;Yes;-21.15433;-48.11827;EPSG:4236;America/Sao_Paulo;Brazil
D47S003B;L2148;2013-03-13;2013-03-22;10;2013-03-19;3;Scoutguard SG550;Yes;Yes;-21.15433;-48.11827;EPSG:4236;America/Sao_Paulo;Brazil
D47S004A;L2149;2013-02-21;2013-03-13;21;2013-02-23;4;Scoutguard SG550;Yes;Yes;-21.15014;-48.11609;EPSG:4236;America/Sao_Paulo;Brazil
D47S004B;L2149;2013-03-15;2013-03-27;13;2013-03-19;1;Scoutguard SG550;Yes;Yes;-21.15014;-48.11609;EPSG:4236;America/Sao_Paulo;Brazil
D47S005;L2150;2012-10-23;2012-12-15;54;2012-11-02;2;Scoutguard SG550;Yes;Yes;-21.14618;-48.09963;EPSG:4236;America/Sao_Paulo;Brazil
D47S006A;L2151;2012-10-17;2012-11-06;21;2012-10-20;3;Scoutguard SG550;Yes;Yes;-21.14897;-48.09512;EPSG:4236;America/Sao_Paulo;Brazil
D47S006B;L2151;2012-11-13;2012-11-18;6;2012-11-14;2;Scoutguard SG550;Yes;Yes;-21.14897;-48.09512;EPSG:4236;America/Sao_Paulo;Brazil
D47S006C;L2151;2012-11-20;2012-12-12;23;2012-11-22;4;Scoutguard SG550;Yes;Yes;-21.14897;-48.09512;EPSG:4236;America/Sao_Paulo;Brazil
D47S007;L2152;2012-10-17;2012-12-18;63;2012-10-17;3;Scoutguard SG550;Yes;Yes;-21.15158;-48.09127;EPSG:4236;America/Sao_Paulo;Brazil
D47S008;L2153;2012-10-17;2012-12-12;57;2012-10-30;3;Scoutguard SG550;Yes;Yes;-21.15403;-48.08728;EPSG:4236;America/Sao_Paulo;Brazil
D47S009A;L2154;2012-10-24;2012-11-05;13;2012-10-26;1;Scoutguard SG550;Yes;Yes;-21.1455;-48.09402;EPSG:4236;America/Sao_Paulo;Brazil
D47S009B;L2154;2012-11-20;2012-11-22;3;NA;0;Scoutguard SG550;Yes;Yes;-21.1455;-48.09402;EPSG:4236;America/Sao_Paulo;Brazil
D47S009C;L2154;2012-12-11;2012-12-18;8;2012-12-12;2;Scoutguard SG550;Yes;Yes;-21.1455;-48.09402;EPSG:4236;America/Sao_Paulo;Brazil
D47S010;L2155;2012-10-23;2012-12-18;57;2012-11-22;2;Scoutguard SG550;Yes;Yes;-21.14858;-48.08872;EPSG:4236;America/Sao_Paulo;Brazil
D47S011A;L2156;2013-03-03;2013-03-21;19;NA;0;Scoutguard SG550;Yes;Yes;-21.16241;-48.10536;EPSG:4236;America/Sao_Paulo;Brazil
D47S011B;L2156;2013-03-26;2013-03-28;3;2013-03-27;1;Scoutguard SG550;Yes;Yes;-21.16241;-48.10536;EPSG:4236;America/Sao_Paulo;Brazil
D47S012;L2157;2013-02-27;2013-03-25;27;2013-02-28;3;Scoutguard SG550;Yes;Yes;-21.16687;-48.10576;EPSG:4236;America/Sao_Paulo;Brazil
D47S013A;L2158;2013-03-05;2013-03-24;20;2013-03-05;4;Scoutguard SG550;Yes;Yes;-21.16019;-48.09818;EPSG:4236;America/Sao_Paulo;Brazil
D47S013B;L2158;2013-03-26;2013-03-30;5;2013-03-29;1;Scoutguard SG550;Yes;Yes;-21.16019;-48.09818;EPSG:4236;America/Sao_Paulo;Brazil
D47S014;L2159;2013-04-03;2013-05-14;42;2013-04-10;3;Scoutguard SG550;Yes;Yes;-21.17695;-48.09007;EPSG:4236;America/Sao_Paulo;Brazil
D47S015;L2160;2013-04-09;2013-04-20;12;2013-04-10;1;Scoutguard SG550;Yes;Yes;-21.17855;-48.08652;EPSG:4236;America/Sao_Paulo;Brazil
D48S001;L2161;2017-09-04;2017-09-12;9;2017-09-06;1;Bushnell Trophy Cam HD;No;Yes;-22.309908;-47.383108;EPSG:4236;America/Sao_Paulo;Brazil
D48S002;L2162;2017-09-04;2017-09-12;9;2017-09-04;2;Bushnell 119422CW;No;Yes;-22.309248;-47.382624;EPSG:4236;America/Sao_Paulo;Brazil
D48S003;L2163;2017-09-04;2017-09-12;9;2017-09-06;3;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S004;L2163;2017-09-15;2017-09-20;6;2017-09-16;1;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S005;L2161;2017-09-15;2017-09-20;6;NA;0;Bushnell 119422CW;No;No;-22.309908;-47.383108;EPSG:4236;America/Sao_Paulo;Brazil
D48S006;L2164;2017-09-15;2017-09-20;6;NA;0;Bushnell Trophy Cam HD;No;No;-22.309768;-47.383551;EPSG:4236;America/Sao_Paulo;Brazil
D48S007;L2163;2017-09-21;2017-09-25;5;2017-09-21;3;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S008;L2165;2017-09-21;2017-09-25;5;NA;0;Bushnell 119422CW;No;No;-22.310633;-47.382038;EPSG:4236;America/Sao_Paulo;Brazil
D48S009;L2163;2017-10-05;2017-10-10;6;NA;0;Bushnell Trophy Cam HD;No;No;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S010;L2163;2017-10-19;2017-10-24;6;2017-10-20;2;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S011;L2165;2017-10-19;2017-10-24;6;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310633;-47.382038;EPSG:4236;America/Sao_Paulo;Brazil
D48S012;L2165;2017-10-19;2017-10-24;6;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310633;-47.382038;EPSG:4236;America/Sao_Paulo;Brazil
D48S013;L2163;2017-11-01;2017-11-06;6;2017-11-01;1;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S014;L2166;2017-11-01;2017-11-06;6;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.307924;-47.384078;EPSG:4236;America/Sao_Paulo;Brazil
D48S015;L2162;2017-11-01;2017-11-06;6;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.309248;-47.382624;EPSG:4236;America/Sao_Paulo;Brazil
D48S016;L2169;2017-11-01;2017-11-06;6;2017-11-03;1;Bushnell 119422CW;No;Yes;-22.309635;-47.381901;EPSG:4236;America/Sao_Paulo;Brazil
D48S017;L2163;2017-11-09;2017-11-13;5;NA;0;Bushnell Trophy Cam HD;No;No;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S018;L2166;2017-11-09;2017-11-13;5;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.307924;-47.384078;EPSG:4236;America/Sao_Paulo;Brazil
D48S019;L2165;2017-11-09;2017-11-13;5;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310633;-47.382038;EPSG:4236;America/Sao_Paulo;Brazil
D48S020;L2169;2017-11-09;2017-11-16;8;NA;0;Bushnell 119422CW;No;Yes;-22.309635;-47.381901;EPSG:4236;America/Sao_Paulo;Brazil
D48S021;L2163;2017-11-17;2017-11-21;5;2017-11-19;2;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S022;L2166;2017-11-17;2017-11-21;5;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.307924;-47.384078;EPSG:4236;America/Sao_Paulo;Brazil
D48S023;L2165;2017-11-17;2017-11-21;5;2017-11-18;2;Bushnell Trophy Cam HD;No;Yes;-22.310633;-47.382038;EPSG:4236;America/Sao_Paulo;Brazil
D48S024;L2169;2017-11-17;2017-11-21;5;2017-11-21;1;Bushnell 119422CW;No;Yes;-22.309635;-47.381901;EPSG:4236;America/Sao_Paulo;Brazil
D48S025;L2163;2017-12-01;2017-12-06;6;2017-12-01;2;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S026;L2167;2017-12-01;2017-12-06;6;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.309374;-47.384766;EPSG:4236;America/Sao_Paulo;Brazil
D48S027;L2170;2017-12-01;2017-12-06;6;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310204;-47.381581;EPSG:4236;America/Sao_Paulo;Brazil
D48S028;L2163;2017-12-08;2017-12-12;5;2017-12-11;1;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S029;L2163;2017-12-08;2017-12-12;5;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S030;L2165;2017-12-08;2017-12-12;5;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310633;-47.382038;EPSG:4236;America/Sao_Paulo;Brazil
D48S031;L2163;2017-12-13;2017-12-19;7;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S032;L2163;2017-12-13;2017-12-19;7;2017-12-16;1;Bushnell 119422CW;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S033;L2165;2017-12-13;2017-12-19;7;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310633;-47.382038;EPSG:4236;America/Sao_Paulo;Brazil
D48S034;L2163;2017-12-22;2018-01-13;23;2017-12-25;4;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S035;L2161;2017-12-22;2018-01-13;23;2017-12-31;2;Bushnell 119422CW;No;Yes;-22.309908;-47.383108;EPSG:4236;America/Sao_Paulo;Brazil
D48S036;L2165;2017-12-22;2018-01-13;23;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310633;-47.382038;EPSG:4236;America/Sao_Paulo;Brazil
D48S037;L2163;2018-01-15;2018-01-18;4;2018-01-18;1;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S038;L2161;2018-01-15;2018-01-18;4;2018-01-16;1;Bushnell 119422CW;No;Yes;-22.309908;-47.383108;EPSG:4236;America/Sao_Paulo;Brazil
D48S039;L2165;2018-01-15;2018-01-18;4;2018-01-17;1;Bushnell Trophy Cam HD;No;Yes;-22.310633;-47.382038;EPSG:4236;America/Sao_Paulo;Brazil
D48S040;L2163;2018-01-19;2018-02-12;25;2018-01-22;1;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S041;L2161;2018-01-19;2018-02-12;25;2018-01-25;2;Bushnell 119422CW;No;Yes;-22.309908;-47.383108;EPSG:4236;America/Sao_Paulo;Brazil
D48S042;L2165;2018-01-19;2018-02-12;25;NA;0;Bushnell Trophy Cam HD;No;No;-22.310633;-47.382038;EPSG:4236;America/Sao_Paulo;Brazil
D48S043;L2163;2018-02-13;2018-02-14;2;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S044;L2171;2018-02-13;2018-02-14;2;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.309913;-47.384835;EPSG:4236;America/Sao_Paulo;Brazil
D48S045;L2169;2018-02-13;2018-02-14;2;NA;0;Bushnell 119422CW;No;Yes;-22.309635;-47.381901;EPSG:4236;America/Sao_Paulo;Brazil
D48S046;L2167;2018-02-14;2018-02-20;7;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.309374;-47.384766;EPSG:4236;America/Sao_Paulo;Brazil
D48S047;L2167;2018-02-14;2018-02-20;7;NA;0;Bushnell 119422CW;No;Yes;-22.309374;-47.384766;EPSG:4236;America/Sao_Paulo;Brazil
D48S048;L2163;2018-02-22;2018-02-26;5;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S049;L2161;2018-02-22;2018-02-26;5;2018-02-25;1;Bushnell Trophy Cam HD;No;Yes;-22.309908;-47.383108;EPSG:4236;America/Sao_Paulo;Brazil
D48S050;L2167;2018-02-23;2018-02-26;4;NA;0;Bushnell 119422CW;No;Yes;-22.309374;-47.384766;EPSG:4236;America/Sao_Paulo;Brazil
D48S051;L2163;2018-03-01;2018-03-06;6;2018-03-03;1;Bushnell Trophy Cam HD;No;Yes;-22.310309;-47.381272;EPSG:4236;America/Sao_Paulo;Brazil
D48S052;L2161;2018-03-01;2018-03-06;6;NA;0;Bushnell Trophy Cam HD;No;Yes;-22.309908;-47.383108;EPSG:4236;America/Sao_Paulo;Brazil
D48S053;L2167;2018-03-01;2018-03-06;6;NA;0;Bushnell 119422CW;No;Yes;-22.309374;-47.384766;EPSG:4236;America/Sao_Paulo;Brazil
